	text	level
	 يتكلم عن الاهلي المصري يالطيب	0
	لا ما حبيتها منك يا فصول.. تحسب سخريتي لهذه الدرجة ضعيفة هههههه	0
	يا زينب فكك من النادي ده بقى	0
	على الحلوة و المرة	0
	ده فال وحش اخر فريق قالها قعد عشر سنين يخسر	0
	سنظل أوفياء 😂	0
	متوقعك زملكاوي  يلا خير الله يسامحك"	0
	انا كنت بقول كده برضه وكنت حاسس ان ف حاجه هتحصل بسبب زياده الثقه الاوفر دى	0
	الأهلي مغلوب لأااااااااااه 😢😢😢😢😢😢😢😢😢😢😢 يا شماتة ابله ظاظا فيا 😂😂😂😂 شوفت بقى الثقة الزيادة بتجيب ورا	0
	"مش عارف مين قال ان موضوع end of text ده كان المقصود بيه "مات الكلام" تحياتي للبرنس اللي قالها"	0
	جهل حضراتكوا بالاعلام العالمي سبب التريقة، الاعلامي القدير رون برجندي عملها قبل كدة عادي :-)	0
	"هو يعني كان الواجب قبل ما يقولها   يقول " نجيب من أبو أخر  من أبو ناهيه  end of the text "  عشان ما يكسفناش"	0
	"صح هو فعلا مات الكلام..وبالمرة نقول اغنية اليسا " محدش ينفع أسامحه علي اللي قتله فيا""	0
	 ياباسيييييييم المواد الخام بالهبل لميت برنامج	0
	ده الواد سامح مشاكل بتاع الخارجية هوا اللي قالها	0
	هي المقصود بيها ده اللي عندنا	0
	البرنس اللي قالها جزمته برقبه امك عارف امك ياله والا اجبلك عمك مرتضي منصور يفكرك بالمفضوحه يوووو قصدي المرحومه يابن العالمه	-2
	كويس انه ما خدهاش من مقال يهودي	0
	ده تركيز يا دكتور	0
	وفيه ناس قالت العكس..ممكن نقول بعد كده اند اوف تكست بدل ما نقول مات الكلام!	0
	الدقيقة ١٠:٥٠ :السياحة نفسها من ضمن مؤامرة.حد عمره سأل نفسه اشمعنى السياح يبقوا اجانب؟	0
	"انت فعلا قذر عشان تشمت في بلدك بالطريقة دي .. ملعون ابوك يا شيخ "	-2
	شماتة ايه بس هو لما نشاور ع غباء المسؤلين يبقى شماتة	-1
	لا دي شمتاتة .. و عايز جنازة يشبع فيها لطم ميعرفش يخي قمية الحقد و الغل اللي عنده ابدا .. انسان قذر	-2
	"هو في حاجه اساسا تستاهل يبقي عليها حقد :-D  انا اعرف ان الحقد بيبقي علي حاجه كويسه :-D :-D"	0
	ايوة حقد و شماتة لان لما بيبقي فيه مناسبة حلوة في البلد بيتخرس زي سيده البرادعي	-1
	"نت ايه كم الفاظ الكراهيه اللي انت فيها ده  انت عايزه ايه"	0
	وحشتنا اوي ياباسم 😍	0
	كابتشن كابتشن الحياة منغيرك قميءة و مزرية 😭😭😭	0
	الله يرحمه ابوك مخلف خول رسمي	-2
	وكمان عراقي فاشل روح ياشاطر العب بعيد يلا يابابا شوفاك واحد امريكاني يظبطك	-1
	اعتذر عن عدم الرد على التويتات. مشغول لشوشتي في فعاليات المجلس الأعلى للعالم. تحبوه كام ريختر؟	0
	عايزة 6 ريختر و يكون معه تسونامي صغير و الامطار علي شكل كرانيش و يا ريت بينك	0
	راح عليك انت شوية شغل ...لوز اللوز ...اسكريبت البرنامج كان هيتكتب لوحده وتمد ايدك وانت مغمض وتسحب منه ومايخلصش	0
	نصف سوا علشان الدايت يا باسيييييييييييييييييييييييييم	0
	هو إيه بالضبط؟	0
	"بجد يا باسم كلنا مفتقدينك ربنا يرجعك بالسلامه"	0
	خمسسةة يا باسم خمسة مواااه	0
	حابة أشارككم الفعاليات وقررت أمشي بحنية. 	0
	دة زى المجلس الاعلى للرياضة عندنا بس اعلى شويتين :-D	0
	عايز تفهمني إن المجلس الأعلى للعالم سابوا موورتضى منصور واختاروك إنت؟!! صعبة دي يا باااااسيم	0
	عندك براكين؟	0
	كل الاحترام و التقدير لاخواتنا في لبنان. فيديوعن التعليقات السيئة على الاحداث.لخص ما كنت افكر فيه #عالشارع 	0
	استاذ في تصيد الخطأ ونبش العفن واختيار اسوء اماكن بالعنصرية لكي تجد نفسك واقفا امام شعب مريض ولكن لا تنشر اي شيء ايجابي	-1
	انت معلم السخرية الأول لم نتعلم منك شيء الا الاستهزاء والاستخفاف والاستظراف المتقن من خلال سكريبت انت محتاج علاج ابدا بنفسك	-1
	اروع فنان واعلامي عربي التزم بقضايا شعبه	0
	عن جد عيب	0
	كلك ذوق باسم يوسف .. و متل ما كلن في صبايا هيك كان في صبايا محجبة حجاب شرعي كامل .. لبنان في هيك و في هيك لأن في تعدد طوائف	0
	التحرش في مصر ممنهج الي حد كبير خصوصا من السلطات الامنيه سواً كان في الأحداث السياسية او كسياسة علي المدي البعيد ا	-1
	"على كده انت مراتك ممكن تنزلها بالبيبي دول التحرير في الثوره الجايه عاوز رد عاجل علشان نستعد ونعمل الدعايه انت فاهم طبعا"	-1
	ابه علاقة مراته ولا اهل بيته باحترام الشعب واللبناني وعتداته وتقاليده .. يا اخي احنا مش أحسن من حد	0
	 أي خراب للدول أنت راشق فيه انت و أمثالك	-1
	خراب عشان فضح اختراع الكفتة بتاع الجيش قصدك :))	0
	"احب اقول لامناء الشرطة المطالبين بمطالب فئـوية :"ايه؟ حتاكلوا مصر؟ حتاكلوا مصر يعني؟""	0
	 لو انت ابن راجل  انزل مصر	-1
	مش عيب لما تنسبي نفسك لحد تاني غير ابوكي بطلوا تمجدوا الاشخاص	-1
	هو مال اهلك هو اسمك ولا اسمي	-1
	اسمك كنزى السيسى ههههههههههه اكيد بقه عندك صنم للسيسى و بتسجدى له #شعب_مطبلاتى_بطبعة	-1
	 انت واشكالك اللي بتعبدو المرشد لكن احنا بنعبد ربنا بس ونحب اللي يحب بلدنا مش بنشتم بلدنا زيكو	-1
	رد محفوظ و مبرمج مفهوش   باى فكر او فهم بتكلم مع عيل صغير حافظ كلمتين و بيردد	-1
	اسمها هتاكلوا ياقفص مش حتاكلوا:)وبعدين انت مالك احنا مصريين مع بعض ركز انت عند اسيادك ونام علي بطنك كويس علشان يدولك جوائز	-1
	"و يبقى يلحس لجون استيوارد جزمته اكتر يمكن ياخد جايزه تانيه  صحيح اراجوز زى اللى اتعلمت منه"	-1
	اراجوز و فضح السيسى و اختراعه الكفتة ههههههههههههههههههههههههههههههههههه	-1
	انت غلبان ف دماغك	-1
	٢. القضاء كبيرة    الشكر لكل من انصفني وحسبي الله ونعم الوكيل في كل من أساء الی	0
	ربنا معاك يا نضيف !!! بلد وسخة	-1
	الوسخة تبقي امك يا عرص يا ابن العرص لما تشتم بلدك علشان خول زي باسم اتفوووووووو	-2
	"وانا أقصد الدولة الفاشلة الي مابتديش حد حقوقة العادية :) مش بلدي الوطن وأنت كجاهل هعديلك الشتايم !!"	-1
	اتلهي	-1
	"ده ردك يعني كدة انت أقنعتني ب اتلهي دي  ولا حافظلك شتيمتين !!"	-1
	كله تمام الا حكاية ثقته فالقضاء كبيرة دي  😥😥 :)))	-1
	ربنا معاك للأسف الناس نسيت مين اللي فضح الاخوان والفاسدين وظهر حقيقة كتير منهم	0
	ربنا معاه ينصفه و يرفع عنه الظلم	0
	حسبي الله في الطبالين بتوع الاعلام	-1
	و الله عندى سؤال مهم جدا و مصيرى لحضرتك ممكن ؟ مش بتحس احيانا انك سبب رئيسى فيما تعرض له #الاخوان و مناصريهم ؟ اشكرك	0
	"صايعين the Egyptian onion البرادعي ووائل غنيم ونادر بكار على رأس الحضور في حفل تخرج باسم يوسف من المحفل الماسوني "	0
	 ده أنا لسه مخلص محفل التايم سكوير. نفسي اروح المحفل الماسوني بتاع هارفرد.سمعت ان أكله جامد!	0
	سبحان الله!! امرك عجيب قوى يا حازم !!!!؟؟؟؟ تويتاتك عن باسم يوسف لسه موجوده ع فكره .. انت بتتلون كدا ازاى؟!!	0
	على ما اعتقد ماسونى دى حاجه كويسه و بما ان نادر بكار حضر تبقة كمان حلال و حضور البرادعى يدل انها ضد العنف يبقى اكيد صايعين	-1
	مش معنى أنك تكون معارض لنظام الحكم في بلدك أنك تتصرف بشكل يبينك خائن ..يا ريت تنضف علاقاتك و أختار ناس فعلا تستحق باسم يوسف	0
	علي راي جدتي - البيض الفاسد يتلم علي بعضه	0
	هو انت مش واخد بالك آنهم مُستغلينك ولا عامل نفسك مش فاهم بجد لإني بحترمك بقولك كده	0
	الضاكتور الماسوني باسم يوسف فشخ الواقع علي كل المواقع   ما  سو  ني  لقب مش سهل حد يخده ..!!  :)	0
	لدكتور باسم يوسف طبيب الحميات والربو والسكر بمستشفي ميت خاقان العام سابقا ومقدم البرامج الكوميدية حاليا. هههههههه لا تعليق	0
	كده فاضلك واحد تركى وواحد قطرى علشان تكمل	0
	يادكتور نادر بكار امتنع عن النشيد لأن الغنا حرام. وما يصحش تحملوه حق عرب بسبب معتقداته	0
	لنتذكر: كانت الدعوة منذ ٢٠١٠ لمقاطعة الانتخابات البرلمانية والرئاسية والاستفتاءات وغيرها من صور الديمقراطية الشكلية وسيلة فعالة للتغيير.	0
	وإيه دخل حضرتك يا أفندم بحاجة زي كده؟! ده شأن مصري داخلي!	0
	ما كنتش عارف الصديق رامي انتقل للعمل في قسم الجوازات في مجمع التحرير علشان يمنح ويسحب وثائق الجنسية المصرية. عيب	0
	يا ما فيه ناس من جنسيات اخرى اكثر مصرية وانتماء من بعض ممايحملون الجنسية المصرية	0
	والحكم على انتماء الشخص مش محتاج لموظف فى الجوازات ده بيبقى حكم من خلال تصرفاته تجاه قضايا بلده	0
	الكفروالايمان من حق ربنا كما جاء فى جميع الاديان اى حاجة تانية قابلة لحكم العقل اليشرى والشواهد المنطقية	0
	كدة بقي كس امك بدون لحظة تردد واحدة	-2
	تصدق كنت بفكر اسيبك من غير بلوك تضحكني شوية بس فاكس تلاقي دولجي دي فلتة منك و انتا اصلا متضحكش ✋	-1
	متلون كاذب فقدت القدرة حتي علي الكذب	-1
	كذب ايه ؟؟	0
	لا اقصد حضرتك واقصد البرادعي…	0
	بابا الفاتيكان يدعو الكاثوليك والكنائس الي إيواء اللاجئين الفارين من الموت .هل سنسمع دعوات مماثلة من رجال الدين فى العالم الإسلامى ؟	0
	انت بقيت بتتويت كل يوم يعتبر	0
	احلامنا بقيت تويتة يا اسراء ؟؟ يغرد براحتة بس يراجع .	0
	كله راح كله اتكسر	0
	"بسببك :p :p. ما ينفعش يزرع حلم التغيير في الشباب وفي كل المعارك يسيبنا "	0
	يا حلم وتغيير يااااا مش فاكرة سمعت الكلام ده فين قبل كده	0
	لا تنسى انك شاركت في ذبح و حرق من لجئوا الى المساجد يوم ارتكبتم مذبحة رابعة ..!	0
	هو انتا معانا من نفس الكوكب يعني؟ حضرتك متعرفش انه قدم استقالته قبل الفض؟	0
	وبعد الحرس والمنصه #البرادعي  اكبر مقلب اخدته هل هو فعلا صدق ان #السيسي حيخلع رئيس علشان يعمل ديموقراطية #مصر	0
	ماكفاه يتدحبش يمنيا وخليجيا ودلوأتي قلب مصريا وعربيا مشكله إلي واخذ في نفسه مقلب وهو مش داري	-1
	حاسه ان اول شتيمه قبيحه هقولها في حياتي هتبقى حصري ليك يا  بردعه	-1
	مازلنا ندمر انفسنا فى العالم العربي تحت وهم إمكانية سحق الاخر.العالم متخوف منا ويستغل فرقتنا وضعفنا.مفتاح الحل هو ضمان حرية الانسان وكرامته.	0
	كلامك جميل   لكن كيف قبلت ان تشارك بانقلاب عسكري ارهابي مدعوم من كلاب الخليج ضد رئيس شرعي منتخب؟؟؟  اللهم أفرج عن محمد #مرسي	-1
	رئيسك الشرعي نفسه في خطابة رجال من ذهب وكمان رئيسك وقف بالمرصاد ضد من يحاول النيل من طنطاوي وعنان	0
	حاول استيعاب العسكر وارجاعهم للدولة والوطن فغدروه وطعنوه بالظهر وانقلبوا عليه ونظام حكمه الشرعي المنتخب كل من يقول غير ذلك منافق	0
	هو أي معارض يبقي منافق هو اصلا ساعدهم كثيرا وبرر مذابحهم تقولي حاول ارجعاهم كفاية تبريرات واهية	0
	الله يرحم قلادة النيل واول من شوة البرادعى بعم مبارك كلنوا كلاب ولجان الاخوان	-1
	ايه رأيك تعتذر بوضوح على تمردك وجبهة الخراب وانك كنت نائب لرئيس طرطور  وان مرسى رئيس شرعى مخطوف وتكون ايقونة تجمع كل  الثوا	-1
	حضرتك الاعتزار وحده مش كفايه لابد وإن كان صادقاً واشك فى ذالك أن يقوم بتدشين حمله برعايته فى أوربا لإسقاط الإنقلاب	0
	ما أجملنا ونحن ننّظر عن الحرية والكرامة وما أسوأنا عندما نطبق اعذرني انت مثال على ذلك	0
	طريقنا يبدأ من لا لقانون التظاهر.. #الامناء_اسقطوا_قانون_التظاهر #حريتهم_هى_حريتنا	0
	إنْ سَألوكَ عَنْ العَدل في بلاد المُسلمينْ فَ قل لَهُمْ ان عُمَر قد ماتْ يَا بوب 	0
	هل يمكن للعرب الاتفاق على خطة مشتركة لاستقبال  اللاجئيين السوريين -كما يفعل غيرنا- حتى تنتهى المذابح ام ان هذا خارج إطار الإخوة العربية؟	0
	ولماذا استقبل الغرب السوريين الان ولم يُستقبل الفلسطنيين الان او فيما قبل؟ و هل هي خطة لتفريغ الارض.. ندعم الانسانية و لكن!	0
	سؤالك مهم جدا ومحور مايدور باختصار	0
	الميديا و الانسانية في صراع من اجل تفريغ الارض و تقليب ما تبقي من شعوب شبه مستقرة !	0
	الاتفاق العربي مستحيل في ظل متآمرين على الشرعية أمثال محمد البرادعي الذي وقف مع انقلاب السيسي	-1
	ادام شايفه متآمر ما تحل عن سماه وتروح تقرا ميكي ولا أي مصلحه من مستوى اطلاعك	-1
	اوردوغان يقتل و يشرد الأكراد و لكن عندما وجدوا جثة الطفل السوري الكردي علي شواطئ تركيا هاج و ماج  وهاجم الكل !!!!!	0
	العرب محتاجين يفهموا يعنى ايه انسانيه الاول	0
	و الله عندك حق بس ممكن برضو تقولنا هتتلم امتي عن كواليس مذبحة رباعة لان ده حق الناس عليك كةنك وقتها كنت جزء من السلطة ؟	0
	هتتكلم ** طبعا يعني انت شاطر يا محمد و مش محتاج اصححها بس برضو للتأكيد يعني	0
	لا يابوب العرب مشغولين بحرب الأخوان أللي عوزين يسرقو منهم العروش بتعتهم اللي هم ورثنها من الاحتلال.ويدفعون عنها حتي بقتل شعوبهم 	0
	مظاهرات حاشدة في أوروبا للتضامن مع اللاجئين من أهلنا الهاربين من القتل والقمع والفقر والوحشية . أين نحن العرب أصحاب المشكلة؟ عار	-1
	تقتل القتيل وتمشي في جنازته يامنافق	-1
	... محمد البرادعي رمز افتخر به ولكن الاغلب يجهلون مواقف هذا الرجل العظيم.	0
	ياليت تنورنا ببعض المواقف العظيمة ،لأني فعلا لا اذكر له الا مواقف الخزي منذ حرب العراق ومرورا باقذر احداث في تاريخ مصر	-1
	ياعم الله يكرمك روح بجهلك علي فيسبوك بعيد عن تويتر	-1
	طيب مابنقول لكم نورونا عشان مانكون جهلة.. افيدونا باعمال الرجل الرائعة عشان نقارن ونشوف	0
	تقرير البرادعي اثبت ان العراق مفيهاش أسلحة دمار شامل و انها مبتسعاش تصنع .. يبقي ازاي دمرها ؟!	0
	حسب الحاجة ،،، ولم يصدر نفي واضح عنها الي انتهاء الحرب وتدمير كامل البنية الصناعية للعراق	0
	قريره دقيق جدا بقوله لم اجد في العراق اسلحة دمار شامل  ولايستطيع ان يقول لايوجد اسلحة دمار شامل!	0
	حرب العراق كانت قرار امريكيا وليس قرارا دوليا فتقرير البرادعي جعل غزو امريكي غير مشروع.	0
	 الناس دى  بتسعبط وعاملين مش عارفين ان سبب سحب شريعه الحرب من الأمم المتحدة تقرير البرادعى	-1
	هل هناك من سيفهم يوما ان الإفراج عن الشباب المحبوس ظلما او بمقتضى "قوانين" جائرة هو خطوة حتمية لبدء حلحلة الاستقطاب البائس #حريتهم_هى_حريتنا	0
	يادكتور النظام دا بيصنع نهايتة بإيدة #حريتهم_هى_حريتنا، انزل مصر يابوب	0
	 انا شايفه مفيش قايدة	0
	هو بصراحه لو فعلا مفيش فايدة ، ف مفيش فايدة فينا احنا	0
	طب نعمل ايه اذا كنت اصلا لما بتفتح لوقك و تفكر تناقش الصنفين سواء السيساويه و لا الاخوانجيه كانك بتكلم صخر	0
	الصنفين دول في صراع تاريخي لا ذنب فيه للشباب اللي عايز يشوف تغيير حقيقي. علشان كده الصنفين بيخافوا من البرادعي.	0
	 التغير هيحصل هيحصل عاجلاً ام اجلاً	0
	يا ريت بس التغيير الحقيقي ممكن يأخد شوية وقت. محتاجين صبر و نفس طويل.	0
	بالله عليك تتوكس وماتعمل فيها بريئ وربنا كل العالم عارفة انك أحد الاضلع النجسة المشاركة في كل ده!  مش طالبة لطميات	-1
	خروف	-1
	لن نصمت  لن ننسي  وربما  ربما نصالح!"	0
	هل سنستمر فى تدمير أنفسنا في اليمن وليبيا والعراق وغيرها لصالح الاٍرهاب، قبل ان نكتشف بعد سنوات(سوريا) ان حل سياسى للعيش معا هو الحل الوحيد؟	0
	"محدش فاهم ولا عاوز يفهم.. اغلب حكامنا معتمدين علي الظلم والبطش بالشعب، وخصوصاً اي صوت معارض..!! #حريتهم_هي_حريتنا"	0
	كل حكامنا يعرفون من أين تأُكل حقوق حريات الشعب بجعل كلمت امن الوطن والجيش وقل ماتشاء علي من تشاء	0
	وهل الحل السياسي هيعيد اللي مات أو يرجع اللاجئين بلادهم دون تعرضهم لمضايقات، للأسف الوقت اتأخر لكل الدول المذكورة ..مستنين معجزة	0
	مستنيين معجزة > مستنيين نونة #مقدرتش	0
	والنبي يابوب ماتنسي الورد اللي مرمي في سجون مصر، اعمل اي حاجة عشان يطلعوا، أمامة عليك :(	-1
	هو مش كان معترض على الحل السياسى امبارح ؟ ولا انا فهمت غلط ؟؟؟	0
	 راجعي كلامه،  أكيد ﻷ	0
	لا هو مش عايز حل سياسي في سوريا،، بس عايزه في الباقي .. او ده اللي انا فهمته	0
	فهمتيه منين؟	0
	التويت بتاعة سوريا اللي كانت من يومين تقريبا	0
	لا يتضمن مؤشر شنغهاي لافضل ١٠٠ جامعة أية جامعة من العالم العربي بينما به جامعتين من اسرائيل: أولويات مختلة لا تدرك ان العلم ركيزة المستقبل	-1
	في المحروسة خاصة والعالم العربي عموما لاتوجد أولويات سوي تمكين الحكم وتثبيت كرسي الحاكم بالغراء؛ أما التعليم فرفاهية لايريدونها.	0
	ما المحروسه مطلعاكوا دكاترة قد الدنيا أهه .. مالها المحروسه وماله التمكين ياعم ؟	0
	داخل المحروسة رفضوا تعييني مدرس بالجامعة رغم استحقاقي لعدم وجود واسطة وخارجها أصبحت دكتور ذو إحترام دولي :)	0
	اكترية زمايلنا واكترية الناس كلها بتتعين ف الجامعة من غير واسطة..تعممش مشكلتك لو حقيقية ع البلد	0
	اذكري لي إسم واحد فقط تم تعيينه مدرس م في كلية الطب بأي جامعة دون واسطة أو إبن أو قريب أستاذ.!!	0
	والله اعرف واحد من أسره بسيطه جدا وهو حاليا أستاذ دكتور ف جامعة القاهره واسم معروف جدا ومش حاقوله	0
	مش واحد يا أمل، ده معظم الناس ف الكليات بتتعين بلا واسطة، الواسطة هي اللي بتبقى حالات قليلة	0
	عندك حق مستوى التعليم عندنا متدنى  خرج واحد زيك  لسه محتاج ابراهيم عيسى يمليه وبيدعم الارهاب ويهرب من المسئوليه تعليم فاشل زيك	-1
	هو انت عايش ف الاحلام يا برادعة؟ اما ل انت متخرج منيين من اسرائيل غير اللى بتشربه واترحم مرة على شهداء الارهاب	-1
	أي كلام في الهجايص هو البرادعي متخرج سنة كام قوليلي	-1
	هناك شيء مدمر في الفهم المتطرف للإسلام .الادانة ومعالجة الظواهر في غياب العدالة والفكر العقلاني والكرامة الانسانية لم ولن تكون حلا مستداما	0
	ماديانة البرادعي ؟؟؟؟ أنا عارف ان اسمه محمد	0
	أحاديثه تقول أنه بلا ديانه	0
	لاتنس عندما طالب منى الشاذلي بمعبد بوذي صغنن ومحندق لإخوانه البوذيين	0
	"معبد بوذى صغير يا منى ايه المانع يا منى :)"	0
	حمزاوي اللي كتبلك التويتة دي مش ابراهيم عيسى.. صح؟! الكلام المكلكع دا تبع حمزاوي.. سايب أكاونتك كدا ل أي حد يلعبلك فيه؟! إخص	-1
	"باباك كان بيعذبك و بيلسعك بالشمعه وانت صغير غشان كدا كل كلامك عن كرامة وانسانية  في د نفسانين بيعالجو"	-1
	كان بيسلع بالسمعه في قرعته	-1
	هههههههههههههه يروح يتعالج بعقدة الاضطهاد اللي عنده دي ويرحمنا	-1
	بس يامحمد	0
	"بس يسطا برادعى لما تعوز تكتب تويتة تعالى قولى اسلوب سيمبل وجميل وبيجيب ريتويت برضو والله"	0
	تعجز الكلمات عن وصف مأساة المنطقة. تصدي أمني علي المدي القصير. معالجة عقلانية وقيمية تنتشلنا من القاع هي الحل الوحيد. رحم الله كل روح بريئة	0
	المعالجة القيمية العقلانية دي هي الحل أكيد، لكن حتتصرف مع جنون وإجرام الإرهاب ازاي بالظبط يا دكتور؟! نعمل ايه يعني؟!! 	0
	"البردعاوي ده لطيف خالص فعلا  عقلانية وقيمية ايه هو بيتكلم عن واحد متخانق مع مراته ؟؟"	0
	اعتقد حضرتك تدعو لمؤتمر دولى للحوار للسلمي مع داعش والاخوان وبيت المقدس وبوكو حرام والقاعدة على مائدة المفاوضات !	0
	الدكتور محمد البردعي ، نحن خُدِعْنا فيك ونرى أنه من الحكمة الأن أن تعتزل العمل السياسي والعام	0
	و لو مصر كانت ضاعت زى جيرانها يا ترى كان الاعتزال كافى هل يستوى المواطن العادى مثل ما يسمى بالنخبه	0
	لو سمحت يا بوب elaborate. يعني لما اخوان الدواعش يخطفوني أعالجهم عقلانياً قبل ما يذبحوني ولا بعد الذبح؟	0
	 بعد الدبح اوقع عشان الدماغ بتبقا مفصوله والكلام موزون	0
	مش متأكدة أني قادرة علي مواكبة عقلانية البوب. لقد اصيبت عقلانيتي بوعكة	0
	والله المستعان علي البوب	0
	اى قاع تتحدث عنه يادكتور.. إن وجد فانت ومن دعموك شاركتم فى وجوده.. دع القرار لرجال لم ولن يهربوا من مسؤليتهم	-1
	"#اليوم_السابع | #على_جمعة : قناة #الجزيرة "نجسة" وبوق لـ #إسرائيل"	-1
	كذبت يازنديق انت والسيسي الابواق لليهود لماذالاتتكلم عن مايفعله السيسي باهلنابغزه ياقذر	-2
	صح كلامك ياشيخ	0
	لماذا لا يتم عرض المشائخ ورجال الدين وبصفه دوريه على لجنه طبيه نفسيه للتأكد من قواه العقليه وعدم تعاطيه المواد المخدرة	-1
	حقيقه مؤكده	0
	هل يحق لرجل الدين ان يتناول أقراص الترامادول بصفه مستمره دون استشاره طبيه؟!!	-1
	انت راجل عسل	0
	حياك الله ياشيخ	0
	على جمعه يامعرص لايوجد انجس منك واللوم على كلاب اليوم السابع التى تستضيف أشكال قدرة مثلك ومثلهم	-2
	اعلام ـ قضاء ـ داخلية ـ جيش  انتم شعب وباقي فئات الشعب شعب اخر ليس له حق في هذه البلد	0
	"هههههههههه هذا الرجل ضلالي ومنافق وعبد درهم  ( تعس عبد الدرهم )"	-1
	اقرأ ف عدد #اليوم_السابع الصادر غدا:#الإخوان يخططون لحصار السفارات المصرية ليلة #الانتخابات	0
	يا عم انت شارب أيه؟	-1
	عمليات انتحاريه يا بهائم	-1
	 ابتدى الموال ونعيد ونبوظ واعادة وكلة الاخوان	0
	اليوم السابع الامنجية وصناع الدعارة والمرتشين الشراميط. . الإخوان أشرف منكم يامعرصيين وليس لديهم قضية فساد أو إخلال بالشرف	-2
	على اساس ان سفارات مصر فى شارع ابو الفدا بلاش الكلام الساذج هى اوربا فيها تظاهر بدون تصريح ولا انتم بتكلموا ناس هبل	-1
	ابتدى الموال ونعيد ونبوظ واعادة وكلة الاخوان	0
	ايييي عرفتو ازاي الاخوان اللي قاللكو	0
	يا عم انت شارب أيه؟	-1
	هو فيه عسكر بيعمل انتخابات ؟! يا راجل كبر مخك	0
	هبل ولاد كلب	-2
	"#اليوم_السابع | بدء احتفالية أنصار #مبارك بـ #نصر_أكتوبر على أغانى "اخترناه" و"حلوة بلادى""	0
	منتهى التخلف.. يحتفلون بمن هدم مؤسسات الدولة على مدى 30 عام و حرب أكتوبر ملك لأبطال  و شهداء أبرار و ليس من أراد  يورث ابنه..	-1
	هى طابا رجعت على ايد مين وبعدين ال30 سنه ما كانوش كلهم سود خلينا منصفين اينعم فيه سلبيات بس مش كلها سلبيات	0
	أشرب سلبيات لحد انهرده و بكره و عبد بكره ..	0
	ومن السلبيات شبكات المحمول والطرق والفلا حين اللى بقو من اهل المدن والميه اللى ماكنتيش تحلمى تشربيها	0
	كلامك هابط ..	-1
	انا اللى كلامى هابط طيب اسفين يا ام كلام سخن ملهلب والله العظيم انتى ولافاهمه حاجه بتغنى زى اللى بيغنو	-1
	30سنة أمان وصاحب الضربة الجوية أوفياء جدا أبناء مبارك	0
	 اغنية اخترناه بتعبر عن حب أبناء مبارك لزعمهم مبارك	0
	يعشقوا الفاسد	-1
	تحيه للبطل الرئيس محمد حسنى مبارك	0
	#اليوم_السابع | #وزيرة_الهجرة: أتابع مع الخارجية حادث الاعتداء على العامل المصرى بالأردن	0
	"انتم كلكم منافقون وزارة الخارجية المصرية  قالت إن مافيش اعتداء على العمالة المصرية بالأردن كافية استخفاف بعقول الناس  ارحمونا"	-1
	روحي هناك ووكلي له محامي واعملي له سند	0
	 تحرش بها في الحافلة و الفتاة مستمتعة !!! :O	-2
